"CustomerKey","WebActivity","Sentiment Analysis","MaritalStatus","Gender","EstimatedYearlyIncome","NumberOfContracts","Age","Target","Available401K","CustomerValueSegment","ChurnScore","CallActivity","Products"
11064,0,0,"M","M",40000,2,34,1,1,2,0.5,3,"Gold Investment"
11065,0,0,"M","F",60000,2,37,0,0,2,0.1,3,"P+B Investment"
11065,0,0,"M","F",60000,2,37,0,0,2,0.1,3,"P+B Investment"
11066,0,0,"M","F",70000,2,36,0,1,2,0.5,4,"P+B Investment"
11066,0,0,"M","F",70000,2,36,0,1,2,0.5,4,"P+B Investment"
11067,0,0,"S","M",60000,2,34,0,1,2,0.5,4,"P+B Investment"
11067,0,0,"S","M",60000,2,34,0,1,2,0.5,4,"P+B Investment"
11068,0,2,"S","F",80000,2,55,0,1,1,0.5,3,"Gold Investment"
11068,0,2,"S","F",80000,2,55,0,1,1,0.5,3,"Gold Investment"
11069,0,2,"S","F",80000,2,55,1,0,1,0.1,3,"Gold Investment"
11069,0,2,"S","F",80000,2,55,1,0,1,0.1,3,"Gold Investment"
11070,0,2,"M","M",80000,2,55,1,1,1,0.5,3,"Gold Investment"
11070,0,2,"M","M",80000,2,55,1,1,1,0.5,3,"Gold Investment"
11071,0,2,"S","F",80000,2,55,0,1,1,0.5,3,"Gold Investment"
11071,0,2,"S","F",80000,2,55,0,1,1,0.5,3,"Gold Investment"
11072,0,2,"S","F",80000,2,55,1,0,1,0.1,3,"Gold Investment"
11072,0,2,"S","F",80000,2,55,1,0,1,0.1,3,"Gold Investment"
11073,0,2,"S","F",70000,2,54,0,1,1,0.5,3,"Gold Investment"
11073,0,2,"S","F",70000,2,54,0,1,1,0.5,3,"Gold Investment"
11074,0,2,"S","M",70000,2,54,0,1,1,0.5,3,"Gold Investment"
11074,0,2,"S","M",70000,2,54,0,1,1,0.5,3,"Gold Investment"
11075,0,2,"S","F",80000,2,52,1,1,1,0.5,4,"Gold Investment"
11075,0,2,"S","F",80000,2,52,1,1,1,0.5,4,"Gold Investment"
11076,0,2,"S","M",80000,2,53,1,1,1,0.5,4,"Gold Investment"
11076,0,2,"S","M",80000,2,53,1,1,1,0.5,4,"Gold Investment"
11077,0,2,"S","F",80000,2,53,1,0,1,0.1,4,"Gold Investment"
11077,0,2,"S","F",80000,2,53,1,0,1,0.1,4,"Gold Investment"
11078,0,0,"S","F",40000,2,36,0,0,2,0.1,4,"Gold Investment"
11078,0,0,"S","F",40000,2,36,0,0,2,0.1,4,"Gold Investment"
11079,0,0,"S","M",160000,2,51,0,1,1,0.0,5,"Fund Manager+"
11079,0,0,"S","M",160000,2,51,0,1,1,0.0,5,"Fund Manager+"
11080,0,0,"M","M",170000,2,51,1,1,1,0.0,5,"Fund Manager+"
11080,0,0,"M","M",170000,2,51,1,1,1,0.0,5,"Fund Manager+"
11081,2,2,"M","F",120000,3,44,0,1,2,0.2,5,"Private Investment"
11081,2,2,"M","F",120000,3,44,0,1,2,0.2,5,"Private Investment"
11082,1,0,"S","F",130000,3,44,1,0,2,0.1,5,"Fund Manager+"
11082,1,0,"S","F",130000,3,44,1,0,2,0.1,5,"Fund Manager+"
11083,1,0,"M","F",130000,3,44,1,1,2,0.1,5,"Fund Manager+"
11083,1,0,"M","F",130000,3,44,1,1,2,0.1,5,"Fund Manager+"
11084,0,2,"S","M",80000,2,53,1,0,2,0.1,3,"CO Investment"
11084,0,2,"S","M",80000,2,53,1,0,2,0.1,3,"CO Investment"
11085,0,2,"S","F",60000,2,53,0,0,2,0.5,4,"Gold Investment"
11085,0,2,"S","F",60000,2,53,0,0,2,0.5,4,"Gold Investment"
11086,1,2,"M","M",70000,0,52,0,1,2,0.0,4,"P+B Investment"
11086,1,2,"M","M",70000,0,52,0,1,2,0.0,4,"P+B Investment"
11087,2,3,"M","F",70000,0,53,0,0,2,0.0,4,"P+B Investment"
11087,2,3,"M","F",70000,0,53,0,0,2,0.0,4,"P+B Investment"
11088,1,2,"M","M",80000,0,52,1,1,2,0.2,5,"Private Investment"
11088,1,2,"M","M",80000,0,52,1,1,2,0.2,5,"Private Investment"
11089,1,2,"S","F",80000,1,53,1,1,2,0.2,5,"Private Investment"
11089,1,2,"S","F",80000,1,53,1,1,2,0.2,5,"Private Investment"
11090,0,2,"S","M",90000,1,52,1,1,2,0.2,4,"P+B Investment"
11090,0,2,"S","M",90000,1,52,1,1,2,0.2,4,"P+B Investment"
11091,0,2,"M","M",90000,1,53,0,1,2,0.5,4,"P+B Investment"
11091,0,2,"M","M",90000,1,53,0,1,2,0.5,4,"P+B Investment"
11092,2,2,"M","F",90000,0,43,1,1,1,0.1,4,"Private Investment"
11092,2,2,"M","F",90000,0,43,1,1,1,0.1,4,"Private Investment"
11093,0,0,"M","F",100000,0,43,1,1,1,0.0,5,"Fund Manager+"
11093,0,0,"M","F",100000,0,43,1,1,1,0.0,5,"Fund Manager+"
11094,0,1,"S","M",70000,1,48,0,0,1,0.0,3,"P+B Investment"
11094,0,1,"S","M",70000,1,48,0,0,1,0.0,3,"P+B Investment"
11095,0,1,"S","M",70000,1,48,1,1,1,0.5,3,"P+B Investment"
11095,0,1,"S","M",70000,1,48,1,1,1,0.5,3,"P+B Investment"
11096,0,1,"M","M",60000,1,48,1,1,1,0.5,4,"Private Investment"
11096,0,1,"M","M",60000,1,48,1,1,1,0.5,4,"Private Investment"
11097,0,1,"M","M",60000,1,48,1,1,1,0.5,3,"P+B Investment"
11097,0,1,"M","M",60000,1,48,1,1,1,0.5,3,"P+B Investment"
11098,0,1,"S","F",60000,1,49,0,0,1,0.0,3,"P+B Investment"
11098,0,1,"S","F",60000,1,49,0,0,1,0.0,3,"P+B Investment"
11099,0,1,"M","M",60000,1,49,1,1,1,0.0,4,"Private Investment"
11099,0,1,"M","M",60000,1,49,1,1,1,0.0,4,"Private Investment"
11100,0,1,"S","F",60000,1,50,1,1,1,0.5,3,"P+B Investment"
11100,0,1,"S","F",60000,1,50,1,1,1,0.5,3,"P+B Investment"
11101,0,0,"S","F",70000,1,45,1,0,1,0.0,4,"Private Investment"
11101,0,0,"S","F",70000,1,45,1,0,1,0.0,4,"Private Investment"
11102,5,5,"S","F",80000,4,45,0,1,1,0.1,4,"Private Investment"
11102,5,5,"S","F",80000,4,45,0,1,1,0.1,4,"Private Investment"
11103,0,0,"S","F",70000,1,45,1,1,1,0.5,4,"Private Investment"
11103,0,0,"S","F",70000,1,45,1,1,1,0.5,4,"Private Investment"
11104,0,0,"M","M",70000,1,46,1,0,1,0.0,4,"Private Investment"
11104,0,0,"M","M",70000,1,46,1,0,1,0.0,4,"Private Investment"
11105,0,0,"S","F",70000,1,45,1,0,1,0.5,4,"Private Investment"
11105,0,0,"S","F",70000,1,45,1,0,1,0.5,4,"Private Investment"
11106,0,0,"S","M",70000,1,46,1,0,1,0.5,4,"Private Investment"
11106,0,0,"S","M",70000,1,46,1,0,1,0.5,4,"Private Investment"
11107,0,1,"M","F",90000,1,51,1,1,1,0.5,4,"Private Investment"
11107,0,1,"M","F",90000,1,51,1,1,1,0.5,4,"Private Investment"
11108,0,0,"S","F",70000,2,47,1,0,1,0.0,4,"Private Investment"
11108,0,0,"S","F",70000,2,47,1,0,1,0.0,4,"Private Investment"
11109,0,0,"S","M",70000,2,46,1,0,1,0.0,4,"Private Investment"
11109,0,0,"S","M",70000,2,46,1,0,1,0.0,4,"Private Investment"
11110,0,1,"M","M",60000,1,48,1,1,1,0.5,3,"P+B Investment"
11110,0,1,"M","M",60000,1,48,1,1,1,0.5,3,"P+B Investment"
11111,0,1,"M","F",60000,1,48,1,1,1,0.0,3,"P+B Investment"
11111,0,1,"M","F",60000,1,48,1,1,1,0.0,3,"P+B Investment"
11112,0,1,"M","F",60000,1,48,1,1,1,0.0,3,"P+B Investment"
11112,0,1,"M","F",60000,1,48,1,1,1,0.0,3,"P+B Investment"
11113,4,5,"M","M",70000,2,48,0,1,1,0.5,4,"Private Investment"
11113,4,5,"M","M",70000,2,48,0,1,1,0.5,4,"Private Investment"
11114,4,5,"S","F",70000,2,48,0,1,1,0.5,3,"P+B Investment"
11114,4,5,"S","F",70000,2,48,0,1,1,0.5,3,"P+B Investment"
11115,4,5,"M","M",70000,2,48,0,1,1,0.0,3,"P+B Investment"
11115,4,5,"M","M",70000,2,48,0,1,1,0.0,3,"P+B Investment"
11116,4,5,"M","M",70000,2,48,0,1,1,0.5,3,"P+B Investment"
11116,4,5,"M","M",70000,2,48,0,1,1,0.5,3,"P+B Investment"
11117,4,5,"M","F",70000,3,49,1,1,1,1.0,3,"P+B Investment"
11117,4,5,"M","F",70000,3,49,1,1,1,1.0,3,"P+B Investment"
11118,0,1,"S","M",80000,1,53,0,0,1,0.0,3,"P+B Investment"
11118,0,1,"S","M",80000,1,53,0,0,1,0.0,3,"P+B Investment"
11119,0,2,"S","M",30000,2,75,0,0,1,0.0,2,"P+B Investment"
11119,0,2,"S","M",30000,2,75,0,0,1,0.0,2,"P+B Investment"
11120,0,2,"S","F",40000,1,74,1,1,1,0.5,5,"Private Investment"
11120,0,2,"S","F",40000,1,74,1,1,1,0.5,5,"Private Investment"
11121,4,5,"M","M",70000,3,49,0,1,1,1.0,3,"P+B Investment"
11121,4,5,"M","M",70000,3,49,0,1,1,1.0,3,"P+B Investment"
11122,4,5,"M","M",70000,3,50,0,1,1,0.5,3,"P+B Investment"
11122,4,5,"M","M",70000,3,50,0,1,1,0.5,3,"P+B Investment"
11123,4,5,"M","M",70000,3,50,0,1,1,1.0,3,"P+B Investment"
11123,4,5,"M","M",70000,3,50,0,1,1,1.0,3,"P+B Investment"
11124,0,1,"S","M",80000,1,53,1,1,1,0.5,3,"P+B Investment"
11124,0,1,"S","M",80000,1,53,1,1,1,0.5,3,"P+B Investment"
11125,0,1,"S","F",70000,1,54,0,1,1,0.5,3,"P+B Investment"
11125,0,1,"S","F",70000,1,54,0,1,1,0.5,3,"P+B Investment"
11126,1,2,"M","M",10000,2,61,1,0,1,0.0,3,"Gold Investment"
11126,1,2,"M","M",10000,2,61,1,0,1,0.0,3,"Gold Investment"
11127,0,0,"M","F",40000,1,34,0,1,2,0.5,3,"Gold Investment"
11127,0,0,"M","F",40000,1,34,0,1,2,0.5,3,"Gold Investment"
11128,0,0,"M","F",40000,1,34,0,1,2,0.5,3,"Gold Investment"
11128,0,0,"M","F",40000,1,34,0,1,2,0.5,3,"Gold Investment"
11129,0,0,"S","F",40000,1,35,1,1,2,0.5,3,"Gold Investment"
11129,0,0,"S","F",40000,1,35,1,1,2,0.5,3,"Gold Investment"
11130,0,0,"M","F",30000,2,30,0,1,2,0.5,3,"Gold Investment"
11130,0,0,"M","F",30000,2,30,0,1,2,0.5,3,"Gold Investment"
11131,0,0,"M","F",30000,2,30,0,0,2,0.0,3,"Gold Investment"
11131,0,0,"M","F",30000,2,30,0,0,2,0.0,3,"Gold Investment"
11132,0,0,"S","F",30000,2,29,1,0,2,0.5,3,"Gold Investment"
11132,0,0,"S","F",30000,2,29,1,0,2,0.5,3,"Gold Investment"
11133,0,0,"S","F",30000,2,30,0,0,2,0.0,2,"CO Investment"
11133,0,0,"S","F",30000,2,30,0,0,2,0.0,2,"CO Investment"
11134,0,5,"S","M",10000,2,64,1,1,1,0.5,3,"Gold Investment"
11134,0,5,"S","M",10000,2,64,1,1,1,0.5,3,"Gold Investment"
11135,0,0,"S","M",30000,2,30,1,0,2,0.5,2,"CO Investment"
11135,0,0,"S","M",30000,2,30,1,0,2,0.5,2,"CO Investment"
11136,0,0,"S","F",40000,2,31,1,0,2,0.0,3,"Gold Investment"
11136,0,0,"S","F",40000,2,31,1,0,2,0.0,3,"Gold Investment"
11137,0,0,"M","F",40000,2,32,0,1,2,0.5,3,"Gold Investment"
11137,0,0,"M","F",40000,2,32,0,1,2,0.5,3,"Gold Investment"
11138,0,0,"M","F",40000,2,32,0,0,2,0.0,3,"Gold Investment"
11138,0,0,"M","F",40000,2,32,0,0,2,0.0,3,"Gold Investment"
11139,0,2,"S","F",30000,2,71,0,0,1,0.5,2,"P+B Investment"
11139,0,2,"S","F",30000,2,71,0,0,1,0.5,2,"P+B Investment"
11140,0,0,"S","M",30000,2,33,0,0,2,0.5,2,"CO Investment"
11140,0,0,"S","M",30000,2,33,0,0,2,0.5,2,"CO Investment"
11141,0,0,"M","F",40000,2,33,0,0,2,0.0,3,"Gold Investment"
11141,0,0,"M","F",40000,2,33,0,0,2,0.0,3,"Gold Investment"
11142,0,0,"S","M",40000,2,33,0,0,2,0.0,3,"Gold Investment"
11142,0,0,"S","M",40000,2,33,0,0,2,0.0,3,"Gold Investment"
11143,0,0,"M","M",40000,2,33,0,1,2,0.5,3,"Gold Investment"
11143,0,0,"M","M",40000,2,33,0,1,2,0.5,3,"Gold Investment"
11144,0,0,"S","M",40000,2,31,1,0,2,0.0,3,"Gold Investment"
11144,0,0,"S","M",40000,2,31,1,0,2,0.0,3,"Gold Investment"
11145,0,0,"S","F",40000,2,30,1,0,2,0.0,3,"Gold Investment"
11145,0,0,"S","F",40000,2,30,1,0,2,0.0,3,"Gold Investment"
11146,0,2,"S","F",40000,2,71,0,1,1,0.5,5,"Private Investment"
11146,0,2,"S","F",40000,2,71,0,1,1,0.5,5,"Private Investment"
11147,0,2,"M","M",60000,1,71,1,1,1,0.0,5,"Fund Manager+"
11147,0,2,"M","M",60000,1,71,1,1,1,0.0,5,"Fund Manager+"
11148,0,2,"M","M",40000,2,69,0,1,1,0.5,5,"Private Investment"
11148,0,2,"M","M",40000,2,69,0,1,1,0.5,5,"Private Investment"
11149,0,2,"M","M",40000,2,69,0,1,1,0.0,5,"Private Investment"
11149,0,2,"M","M",40000,2,69,0,1,1,0.0,5,"Private Investment"
11150,0,2,"S","M",40000,2,69,0,1,1,0.5,5,"Private Investment"
11150,0,2,"S","M",40000,2,69,0,1,1,0.5,5,"Private Investment"
11151,0,2,"S","F",60000,1,68,1,0,1,0.0,5,"Fund Manager+"
11151,0,2,"S","F",60000,1,68,1,0,1,0.0,5,"Fund Manager+"
11152,0,0,"S","M",40000,2,34,1,1,2,0.5,3,"Gold Investment"
11152,0,0,"S","M",40000,2,34,1,1,2,0.5,3,"Gold Investment"
11153,0,0,"M","F",40000,2,34,0,1,2,0.5,3,"Gold Investment"
11153,0,0,"M","F",40000,2,34,0,1,2,0.5,3,"Gold Investment"
11154,0,0,"S","F",40000,1,34,1,1,2,0.5,3,"P+B Investment"
11154,0,0,"S","F",40000,1,34,1,1,2,0.5,3,"P+B Investment"
11155,0,0,"S","M",40000,1,34,1,0,2,0.1,3,"P+B Investment"
11155,0,0,"S","M",40000,1,34,1,0,2,0.1,3,"P+B Investment"
11156,0,0,"S","F",40000,1,34,1,0,2,0.1,3,"P+B Investment"
11156,0,0,"S","F",40000,1,34,1,0,2,0.1,3,"P+B Investment"
11157,0,0,"M","F",40000,2,35,0,1,2,0.5,3,"Gold Investment"
11157,0,0,"M","F",40000,2,35,0,1,2,0.5,3,"Gold Investment"
11158,0,0,"S","M",40000,2,35,1,1,2,0.5,3,"Gold Investment"
11158,0,0,"S","M",40000,2,35,1,1,2,0.5,3,"Gold Investment"
11159,0,0,"S","F",40000,2,35,0,0,2,0.1,3,"Gold Investment"
11159,0,0,"S","F",40000,2,35,0,0,2,0.1,3,"Gold Investment"
11160,0,0,"S","M",40000,1,36,1,0,2,0.5,3,"P+B Investment"
11160,0,0,"S","M",40000,1,36,1,0,2,0.5,3,"P+B Investment"
11161,0,0,"S","F",40000,1,36,0,0,2,0.1,3,"P+B Investment"
11161,0,0,"S","F",40000,1,36,0,0,2,0.1,3,"P+B Investment"
11162,0,0,"S","M",40000,1,36,1,1,2,0.5,3,"P+B Investment"
11162,0,0,"S","M",40000,1,36,1,1,2,0.5,3,"P+B Investment"
11163,0,0,"M","M",40000,1,35,0,1,2,0.5,3,"P+B Investment"
11163,0,0,"M","M",40000,1,35,0,1,2,0.5,3,"P+B Investment"
11164,0,0,"S","M",40000,1,36,0,0,2,0.1,3,"P+B Investment"
11164,0,0,"S","M",40000,1,36,0,0,2,0.1,3,"P+B Investment"
11165,0,0,"M","F",60000,1,37,0,0,2,0.1,3,"P+B Investment"
11165,0,0,"M","F",60000,1,37,0,0,2,0.1,3,"P+B Investment"
11166,0,0,"S","F",70000,2,38,0,0,2,0.0,3,"P+B Investment"
11166,0,0,"S","F",70000,2,38,0,0,2,0.0,3,"P+B Investment"
11167,0,0,"S","F",80000,1,38,1,0,2,0.0,5,"Private Investment"
11167,0,0,"S","F",80000,1,38,1,0,2,0.0,5,"Private Investment"
11168,0,0,"S","M",80000,1,42,1,0,2,0.0,5,"Private Investment"
11168,0,0,"S","M",80000,1,42,1,0,2,0.0,5,"Private Investment"
11169,4,4,"M","M",90000,1,42,0,1,2,0.0,5,"Private Investment"
11169,4,4,"M","M",90000,1,42,0,1,2,0.0,5,"Private Investment"
11170,4,4,"M","F",90000,1,42,0,1,2,0.0,5,"Private Investment"
11170,4,4,"M","F",90000,1,42,0,1,2,0.0,5,"Private Investment"
11171,0,1,"S","M",100000,2,43,1,1,2,0.1,5,"Private Investment"
11171,0,1,"S","M",100000,2,43,1,1,2,0.1,5,"Private Investment"
11172,0,1,"M","F",100000,2,42,0,1,2,0.1,5,"Private Investment"
11172,0,1,"M","F",100000,2,42,0,1,2,0.1,5,"Private Investment"
11173,0,0,"S","F",110000,4,43,0,0,2,0.0,5,"Fund Manager+"
